"","","#","Nat","Skater","TES","PCS","TotalScore","MeanGOE Mark","MeanPCS Mark","Season","Event","Seg"
"473",32,32,"🇦🇹","Olga Mikutina",31.53,31.24,62.77,2.76,7.84,2022,"NATAUT","SP"
"474",33,33,"🇦🇹","Olga Mikutina",34.86,27.46,62.32,1.94,6.84,2020,"GLDBER","SP"
"475",34,34,"🇦🇹","Olga Mikutina",31.51,30.63,62.14,2.52,7.64,2022,"WC","SP"
"476",35,35,"🇦🇹","Olga Mikutina",32.54,28.6,61.14,1.05,7.13,2022,"OLY","SP"
"477",36,36,"🇦🇹","Olga Mikutina",31.07,29.09,60.16,2.5,7.31,2022,"EC","SP"
"478",37,37,"🇦🇹","Olga Mikutina",35.74,23.2,58.94,2.05,5.76,2019,"HALCUP","SP"
"479",38,38,"🇦🇹","Olga Mikutina",32.24,26.68,58.92,1.89,6.69,2020,"EDUTRO","SP"
"480",39,39,"🇦🇹","Olga Mikutina",33.79,24.86,57.65,1.36,6.24,2020,"ICELAB","SP"
"481",40,40,"🇦🇹","Olga Mikutina",29.23,28.86,57.09,-0.24,7.22,2022,"GPRUS","SP"
"482",41,41,"🇦🇹","Olga Mikutina",30.31,26.36,56.67,2.12,6.61,2020,"NATAUT","SP"
"483",42,42,"🇦🇹","Olga Mikutina",32.59,24.98,56.57,1.35,6.22,2020,"ICESTR","SP"
"484",43,43,"🇦🇹","Olga Mikutina",31.37,26.6,55.97,0.29,6.59,2021,"NATAUT","SP"
"485",44,44,"🇦🇹","Olga Mikutina",31.56,24.28,55.84,0.68,6.01,2020,"JEGCUP","SP"
"486",45,45,"🇦🇹","Olga Mikutina",33.37,21.86,55.23,2.15,5.53,2019,"SKTCEL","SP"
"487",46,46,"🇦🇹","Olga Mikutina",30.83,25,54.83,1.29,6.29,2020,"BOSCUP","SP"
"488",47,47,"🇦🇹","Olga Mikutina",30.02,24.2,54.22,1.59,6.03,2019,"VOLOPN","SP"
"489",48,48,"🇦🇹","Olga Mikutina",31.18,22.34,53.52,0.94,5.52,2019,"EGNTRO","SP"
"490",49,49,"🇦🇹","Olga Mikutina",27.72,26.68,53.4,1.29,6.59,2020,"TALTRO","SP"
"491",50,50,"🇦🇹","Olga Mikutina",28.28,24.91,53.19,0.61,6.27,2020,"EC","SP"
"492",1,1,"🇺🇸","Bradie Tennell",79.05,74.16,153.21,3.24,9.29,2021,"NATUSA","FS"
"493",2,2,"🇺🇸","Bradie Tennell",79.64,71.19,150.83,3.25,8.93,2019,"WTT","FS"
"494",3,3,"🇺🇸","Bradie Tennell",76.17,70.87,147.04,2.83,8.84,2020,"4CC","FS"
"495",4,4,"🇺🇸","Bradie Tennell",75.69,68.28,143.97,2.74,8.54,2019,"WC","FS"
"496",5,5,"🇺🇸","Bradie Tennell",71.62,71.28,141.9,2.44,8.92,2020,"NATUSA","FS"
"497",6,6,"🇺🇸","Bradie Tennell",71.88,69.16,141.04,2.62,8.63,2020,"GPUSA","FS"
"498",7,7,"🇺🇸","Bradie Tennell",71.65,68.33,139.98,2.43,8.52,2020,"GPF","FS"
"499",8,8,"🇺🇸","Bradie Tennell",68.79,69.6,138.39,2.21,8.72,2020,"GPCAN","FS"
"500",9,9,"🇺🇸","Bradie Tennell",68.5,69.28,137.78,1.49,8.66,2021,"GPUSA","FS"
"501",10,10,"🇺🇸","Bradie Tennell",68.51,68.64,137.15,2.13,8.53,2019,"ATMCLA","FS"
"502",11,11,"🇺🇸","Bradie Tennell",68.61,69.38,136.99,2.5,8.64,2019,"NATUSA","FS"
"503",12,12,"🇺🇸","Bradie Tennell",71.5,64.94,136.44,2.22,8.16,2019,"GPFRA","FS"
"504",13,13,"🇺🇸","Bradie Tennell",64.47,68.72,133.19,1.47,8.57,2021,"WTT","FS"
"505",14,14,"🇺🇸","Bradie Tennell",65.86,65.31,131.17,1.47,8.18,2019,"GPUSA","FS"
"506",15,15,"🇺🇸","Bradie Tennell",67.99,63.92,130.91,1.68,8.02,2019,"GLDSPN","FS"
"507",16,16,"🇺🇸","Bradie Tennell",61.43,66.73,128.16,1.81,8.33,2019,"4CC","FS"
"508",17,17,"🇺🇸","Bradie Tennell",60.52,67.42,127.94,1.55,8.42,2021,"WC","FS"
"509",18,18,"🇺🇸","Bradie Tennell",59.09,67.77,126.86,1.5,8.47,2019,"JPNOPN","FS"
"510",19,19,"🇺🇸","Bradie Tennell",59.79,66.12,124.91,1.34,8.26,2020,"JPNOPN","FS"
"511",20,20,"🇺🇸","Bradie Tennell",56.43,64.48,118.91,1.7,8.04,2020,"WARCUP","FS"
"512",21,21,"🇺🇸","Bradie Tennell",42.56,36.84,79.4,3.73,9.21,2021,"NATUSA","SP"
"513",22,22,"🇺🇸","Bradie Tennell",43.11,35.85,78.96,3.89,8.94,2020,"NATUSA","SP"
"514",23,23,"🇺🇸","Bradie Tennell",41.68,34.92,76.6,3.44,8.73,2019,"NATUSA","SP"
"515",24,24,"🇺🇸","Bradie Tennell",40.93,35,75.93,3.52,8.76,2020,"4CC","SP"
"516",25,25,"🇺🇸","Bradie Tennell",41.33,33.77,75.1,3.27,8.43,2020,"GPUSA","SP"
"517",26,26,"🇺🇸","Bradie Tennell",40.1,34.71,74.81,3.15,8.65,2019,"WTT","SP"
"518",27,27,"🇺🇸","Bradie Tennell",40.59,33.32,73.91,3.02,8.32,2019,"4CC","SP"
"519",28,28,"🇺🇸","Bradie Tennell",38.21,35.08,73.29,2.9,8.76,2021,"GPUSA","SP"
"520",29,29,"🇺🇸","Bradie Tennell",38.46,34.46,72.92,3.14,8.61,2020,"GPCAN","SP"
"521",30,30,"🇺🇸","Bradie Tennell",37.74,34.46,72.2,2.67,8.59,2020,"GPF","SP"
"522",31,31,"🇺🇸","Bradie Tennell",40.22,31.28,71.5,2.9,7.79,2019,"GLDSPN","SP"
"523",32,32,"🇺🇸","Bradie Tennell",36.58,33.52,70.1,2.51,8.41,2020,"WARCUP","SP"
"524",33,33,"🇺🇸","Bradie Tennell",35.7,34.17,69.87,2.69,8.57,2021,"WC","SP"
"525",34,34,"🇺🇸","Bradie Tennell",36.09,33.41,69.5,2.45,8.33,2019,"WC","SP"
"526",35,35,"🇺🇸","Bradie Tennell",37.38,31.88,69.26,2.73,7.97,2019,"ATMCLA","SP"
"527",36,36,"🇺🇸","Bradie Tennell",33.36,34.04,67.4,1.82,8.49,2021,"WTT","SP"
"528",37,37,"🇺🇸","Bradie Tennell",29.68,32.04,61.72,1.12,8.04,2019,"GPUSA","SP"
"529",38,38,"🇺🇸","Bradie Tennell",29.71,31.63,61.34,0.98,7.92,2019,"GPFRA","SP"
"530",1,1,"🇯🇵","Rika Kihira",85.1,71.28,156.38,2.64,8.9,2020,"CHACUP","FS"
"531",2,2,"🇯🇵","Rika Kihira",81.62,73.6,155.22,3.1,9.16,2020,"NATJPN","FS"
"532",3,3,"🇯🇵","Rika Kihira",82.95,72.06,155.01,2.77,8.98,2019,"NATJPN","FS"
"533",4,4,"🇯🇵","Rika Kihira",82.28,72.62,154.9,2.62,9.09,2021,"NATJPN","FS"
"534",5,5,"🇯🇵","Rika Kihira",87.17,67.55,154.72,3.01,8.44,2019,"GPJPN","FS"
"535",6,6,"🇯🇵","Rika Kihira",82.74,70.4,153.14,2.86,8.82,2019,"4CC","FS"
"536",7,7,"🇯🇵","Rika Kihira",82.63,70.96,152.59,2.69,8.86,2019,"WC","FS"
"537",8,8,"🇯🇵","Rika Kihira",79.43,72.52,151.95,2.79,9.01,2020,"GPJPN","FS"
"538",9,9,"🇯🇵","Rika Kihira",80.34,70.82,151.16,2.99,8.85,2020,"4CC","FS"
"539",10,10,"🇯🇵","Rika Kihira",78.21,72.4,150.61,2.46,9.04,2019,"GPF","FS"
"540",11,11,"🇯🇵","Rika Kihira",77.5,71.48,148.98,2.4,8.94,2020,"GPCAN","FS"
"541",12,12,"🇯🇵","Rika Kihira",81.05,66.32,147.37,2.18,8.23,2019,"NEPMEM","FS"
"542",13,13,"🇯🇵","Rika Kihira",77.02,68.96,145.98,2.42,8.65,2020,"ATMCLA","FS"
"543",14,14,"🇯🇵","Rika Kihira",77.9,68.86,145.76,1.76,8.57,2020,"GPF","FS"
"544",15,15,"🇯🇵","Rika Kihira",77.33,67.43,144.76,2.09,8.39,2020,"JPNOPN","FS"
"545",16,16,"🇯🇵","Rika Kihira",77.42,64.48,141.9,2.3,7.98,2019,"CHACUP","FS"
"546",17,17,"🇯🇵","Rika Kihira",70.67,69.7,138.37,1.68,8.69,2019,"WTT","FS"
"547",18,18,"🇯🇵","Rika Kihira",72.23,66.05,138.28,2.12,8.29,2019,"GPFRA","FS"
"548",19,19,"🇯🇵","Rika Kihira",63.55,69.84,132.39,1.92,8.71,2021,"WTT","FS"
"549",20,20,"🇯🇵","Rika Kihira",58.59,69.03,126.62,0.78,8.61,2021,"WC","FS"
"550",21,21,"🇯🇵","Rika Kihira",48.17,35.8,83.97,3.46,8.96,2019,"WTT","SP"
"551",22,22,"🇯🇵","Rika Kihira",47.36,35.15,82.51,3.48,8.78,2019,"GPF","SP"
"552",23,23,"🇯🇵","Rika Kihira",45.96,35.39,81.35,3.08,8.85,2020,"GPCAN","SP"
"553",24,24,"🇯🇵","Rika Kihira",46.16,35.02,81.18,2.77,8.74,2020,"4CC","SP"
"554",25,25,"🇯🇵","Rika Kihira",44.44,35.45,79.89,2.84,8.86,2020,"GPJPN","SP"
"555",26,26,"🇯🇵","Rika Kihira",44.14,35.2,79.34,2.44,8.78,2021,"NATJPN","SP"
"556",27,27,"🇯🇵","Rika Kihira",43.68,35.4,79.08,2.56,8.83,2021,"WC","SP"
"557",28,28,"🇯🇵","Rika Kihira",44.54,33.64,78.18,2.65,8.37,2020,"ATMCLA","SP"
"558",29,29,"🇯🇵","Rika Kihira",41.47,33.8,74.27,1.63,8.49,2020,"CHACUP","SP"
"559",30,30,"🇯🇵","Rika Kihira",39.35,34.63,73.98,2.19,8.67,2020,"NATJPN","SP"
"560",31,31,"🇯🇵","Rika Kihira",36.92,33.98,70.9,3.3,8.51,2019,"WC","SP"
"561",32,32,"🇯🇵","Rika Kihira",40.67,31.12,70.79,2.16,7.76,2019,"NEPMEM","SP"
"562",33,33,"🇯🇵","Rika Kihira",37.29,34.42,70.71,1.53,8.54,2020,"GPF","SP"
"563",34,34,"🇯🇵","Rika Kihira",35.7,35.04,69.74,1.46,8.78,2021,"WTT","SP"
"564",35,35,"🇯🇵","Rika Kihira",38.4,32.19,69.59,1.95,8.05,2019,"GPJPN","SP"
"565",36,36,"🇯🇵","Rika Kihira",35.82,33.03,68.85,2.96,8.34,2019,"4CC","SP"
"566",37,37,"🇯🇵","Rika Kihira",36.54,33.21,68.75,1.62,8.3,2019,"NATJPN","SP"
"567",38,38,"🇯🇵","Rika Kihira",35.51,32.13,67.64,2.98,8.02,2019,"GPFRA","SP"
"568",39,39,"🇯🇵","Rika Kihira",34.12,32.32,66.44,1.82,8.01,2019,"CHACUP","SP"
"569",1,1,"🇦🇿","Ekaterina Ryabova",69.96,61.32,131.28,1.77,7.66,2022,"EC","FS"
"570",2,2,"🇦🇿","Ekaterina Ryabova",68.7,56.65,125.35,1.53,6.99,2021,"WC","FS"
"571",3,3,"🇦🇿","Ekaterina Ryabova",64.64,59.12,123.76,1.06,7.41,2020,"GPRUS","FS"
"572",4,4,"🇦🇿","Ekaterina Ryabova",65.14,58.17,123.31,0.67,7.26,2022,"GPFRA","FS"
"573",5,5,"🇦🇿","Ekaterina Ryabova",62.24,60.74,122.98,1.4,7.6,2022,"WC","FS"
"574",6,6,"🇦🇿","Ekaterina Ryabova",69.62,53.08,122.7,1.64,6.61,2019,"WC","FS"
"575",7,7,"🇦🇿","Ekaterina Ryabova",66.78,54.88,121.66,1.12,6.84,2020,"NEPMEM","FS"
"576",8,8,"🇦🇿","Ekaterina Ryabova",63.18,58.31,121.49,1.29,7.21,2022,"SANCUP","FS"
"577",9,9,"🇦🇿","Ekaterina Ryabova",61.57,59.04,120.61,0.68,7.39,2022,"BUDTRO","FS"
"578",10,10,"🇦🇿","Ekaterina Ryabova",65.29,55.2,119.49,0.99,6.91,2020,"GLDSPN","FS"
"579",11,11,"🇦🇿","Ekaterina Ryabova",61.38,57.89,119.27,0.8,7.22,2020,"EC","FS"
"580",12,12,"🇦🇿","Ekaterina Ryabova",59.58,58.57,118.15,0.38,7.33,2022,"OLY","FS"
"581",13,13,"🇦🇿","Ekaterina Ryabova",59.55,57.82,116.37,0.49,7.2,2022,"GPRUS","FS"
"582",14,14,"🇦🇿","Ekaterina Ryabova",60.05,55.68,115.73,0.46,6.96,2022,"TENMEM","FS"
"583",15,15,"🇦🇿","Ekaterina Ryabova",61.08,54.26,115.34,1.11,6.74,2020,"VOLOPN","FS"
"584",16,16,"🇦🇿","Ekaterina Ryabova",62.38,51.44,113.82,0.61,6.41,2019,"GLDSPN","FS"
"585",17,17,"🇦🇿","Ekaterina Ryabova",63.18,49.03,112.21,0.96,6.12,2020,"WJC","FS"
"586",18,18,"🇦🇿","Ekaterina Ryabova",61.73,49.52,111.25,1.63,6.17,2019,"TALTRO","FS"
"587",19,19,"🇦🇿","Ekaterina Ryabova",56.14,53.93,110.07,0.94,6.72,2020,"YOG","FS"
"588",20,20,"🇦🇿","Ekaterina Ryabova",51.51,57.76,109.27,-0.24,7.21,2021,"GPRUS","FS"
"589",21,21,"🇦🇿","Ekaterina Ryabova",61.76,47.4,109.16,1.28,5.94,2019,"JGPSLO","FS"
"590",22,22,"🇦🇿","Ekaterina Ryabova",56.37,51.65,108.02,-0.06,6.46,2020,"ICESTR","FS"
"591",23,23,"🇦🇿","Ekaterina Ryabova",54.52,52.48,107,0.79,6.56,2020,"TENMEM","FS"
"592",24,24,"🇦🇿","Ekaterina Ryabova",52.66,55.2,106.86,0.04,6.8,2019,"ICESTR","FS"
"593",25,25,"🇦🇿","Ekaterina Ryabova",48.82,54.4,103.22,0.51,6.78,2019,"EC","FS"
"594",26,26,"🇦🇿","Ekaterina Ryabova",52.74,48.58,100.32,0,6.1,2019,"WJC","FS"
"595",27,27,"🇦🇿","Ekaterina Ryabova",56.35,44.35,99.7,0.36,5.49,2019,"JGPLTU","FS"
"596",28,28,"🇦🇿","Ekaterina Ryabova",36.9,29.1,66,1.86,7.29,2022,"SANCUP","SP"
"597",29,29,"🇦🇿","Ekaterina Ryabova",36.26,29.26,65.52,1.57,7.28,2022,"WC","SP"
"598",30,30,"🇦🇿","Ekaterina Ryabova",35.76,29.71,65.47,1.88,7.43,2022,"EC","SP"
"599",31,31,"🇦🇿","Ekaterina Ryabova",35.52,28.8,64.32,1.64,7.16,2022,"BUDTRO","SP"
"600",32,32,"🇦🇿","Ekaterina Ryabova",35.78,28.33,64.11,1.59,7.07,2021,"WC","SP"
"601",33,33,"🇦🇿","Ekaterina Ryabova",35.47,28.54,64.01,1.57,7.1,2020,"GPRUS","SP"
"602",34,34,"🇦🇿","Ekaterina Ryabova",36.01,27.76,63.77,1.61,6.94,2022,"TENMEM","SP"
"603",35,35,"🇦🇿","Ekaterina Ryabova",33.67,29.67,63.34,1.33,7.44,2022,"GPFRA","SP"
"604",36,36,"🇦🇿","Ekaterina Ryabova",35.89,27,62.89,1.78,6.77,2020,"VOLOPN","SP"
"605",37,37,"🇦🇿","Ekaterina Ryabova",34.02,28.2,62.22,1.35,7.07,2020,"EC","SP"
"606",38,38,"🇦🇿","Ekaterina Ryabova",32.43,29.39,61.82,0.76,7.34,2022,"OLY","SP"
"607",39,39,"🇦🇿","Ekaterina Ryabova",34.49,25.46,59.95,1.94,6.33,2019,"EC","SP"
"608",40,40,"🇦🇿","Ekaterina Ryabova",31.72,27.58,59.3,1.48,6.85,2020,"YOG","SP"
"609",41,41,"🇦🇿","Ekaterina Ryabova",29.34,29.53,58.87,0.41,7.41,2022,"GPRUS","SP"
"610",42,42,"🇦🇿","Ekaterina Ryabova",29.22,29.36,58.58,0.23,7.36,2021,"GPRUS","SP"
"611",43,43,"🇦🇿","Ekaterina Ryabova",32.52,25.87,58.39,1.12,6.31,2020,"ICESTR","SP"
"612",44,44,"🇦🇿","Ekaterina Ryabova",35.02,22.89,57.91,1.64,5.69,2019,"JGPSLO","SP"
"613",45,45,"🇦🇿","Ekaterina Ryabova",32.31,25.37,57.68,0.84,6.39,2020,"WJC","SP"
"614",46,46,"🇦🇿","Ekaterina Ryabova",31.24,26.04,57.28,0.95,6.45,2019,"GLDSPN","SP"
"615",47,47,"🇦🇿","Ekaterina Ryabova",32.35,24.83,57.18,0.52,6.14,2019,"WC","SP"
"616",48,48,"🇦🇿","Ekaterina Ryabova",29.82,27.2,57.02,2.03,6.78,2020,"GLDSPN","SP"
"617",49,49,"🇦🇿","Ekaterina Ryabova",30.68,25.72,56.4,0.17,6.4,2020,"NEPMEM","SP"
"618",50,50,"🇦🇿","Ekaterina Ryabova",29.61,26.06,55.67,0.81,6.46,2019,"ICESTR","SP"
